file,time,cost,instance
distance-matrix-25-0.txt,7.3389,39.5806,0
distance-matrix-25-1.txt,5.7949,42.4406,1
distance-matrix-25-2.txt,6.9394,80.3831,2
distance-matrix-25-3.txt,4.5557,60.6591,3
distance-matrix-25-4.txt,11.4887,39.4857,4
