round, nodes, instance, generation, time, cost
2,150, 4, 79, 32.8724, 419.28
2,150, 4, 80, 33.2826, 424.854
2,150, 4, 81, 33.6984, 452.437
2,150, 4, 82, 34.1264, 455.654
2,150, 4, 83, 34.5396, 453.461
2,150, 4, 84, 34.9915, 439.627
2,150, 4, 85, 35.4112, 431.514
2,150, 4, 86, 35.8415, 429.621
2,150, 4, 87, 36.2506, 419.883
2,150, 4, 88, 36.6567, 427.781
2,150, 4, 89, 37.0542, 410.611
2,150, 4, 90, 37.418, 431.882
2,150, 4, 91, 37.8461, 427.397
2,150, 4, 92, 38.2192, 415.554
2,150, 4, 93, 38.6384, 424.051
2,150, 4, 94, 39.0135, 413.692
2,150, 4, 95, 39.4292, 415.513
2,150, 4, 96, 39.8245, 411.962
2,150, 4, 97, 40.2438, 406.438
2,150, 4, 98, 40.6533, 400.377
2,150, 4, 99, 41.0389, 401.225
2,150, 4, 100, 41.4782, 397.426
2,150, 4, 101, 41.8618, 411.781
2,150, 4, 102, 42.3101, 413.595
2,150, 4, 103, 42.7016, 447.692
2,150, 4, 104, 43.1122, 424.571
2,150, 4, 105, 43.5434, 417.853
2,150, 4, 106, 43.9705, 407.065
2,150, 4, 107, 44.3873, 431.786
2,150, 4, 108, 44.7981, 436.966
2,150, 4, 109, 45.2324, 431.577
2,150, 4, 110, 45.6462, 428.457
2,150, 4, 111, 46.0739, 415.24
2,150, 4, 112, 46.4938, 406.017
2,150, 4, 113, 46.9059, 411.378
2,150, 4, 114, 47.27, 411.463
2,150, 4, 115, 47.7079, 394.08
2,150, 4, 116, 48.0884, 408.08
2,150, 4, 117, 48.4761, 405.77
2,150, 4, 118, 48.8776, 405.858
2,150, 4, 119, 49.2876, 408.295
2,150, 4, 120, 49.6802, 422.458
2,150, 4, 121, 50.0628, 418.569
2,150, 4, 122, 50.5017, 416.68
2,150, 4, 123, 50.9545, 400.332
2,150, 4, 124, 51.3267, 400.879
2,150, 4, 125, 51.6993, 416.504
2,150, 4, 126, 52.1603, 409.865
2,150, 4, 127, 52.6379, 410.85
2,150, 4, 128, 53.0946, 420.376
2,150, 4, 129, 53.545, 415.681
2,150, 4, 130, 53.9459, 408.192
2,150, 4, 131, 54.3249, 389.967
2,150, 4, 132, 54.711, 410.006
2,150, 4, 133, 55.1333, 402.354
2,150, 4, 134, 55.5371, 409.452
2,150, 4, 135, 55.9204, 429.174
2,150, 4, 136, 56.3403, 416.981
2,150, 4, 137, 56.77, 422.352
2,150, 4, 138, 57.1792, 431.439
2,150, 4, 139, 57.5635, 445.609
2,150, 4, 140, 57.9835, 431.249
2,150, 4, 141, 58.3874, 425.127
2,150, 4, 142, 58.7612, 414.17
2,150, 4, 143, 59.1476, 425.788
2,150, 4, 144, 59.5505, 395.368
2,150, 4, 145, 59.9547, 383.998
2,150, 4, 146, 60.3578, 390.134
2,150, 4, 147, 60.7696, 405.542
2,150, 4, 148, 61.1714, 419.688
2,150, 4, 149, 61.5672, 411.804
2,150, 4, 150, 61.9262, 406.532
2,150, 4, 151, 62.3548, 410.405
2,150, 4, 152, 62.7685, 425.412
2,150, 4, 153, 63.1721, 432.704
2,150, 4, 154, 63.6125, 438.486
2,150, 4, 155, 64.0385, 443.394
2,150, 4, 156, 64.4798, 442.569
2,150, 4, 157, 64.8519, 438.2
2,150, 4, 158, 65.2901, 428.584
2,150, 4, 159, 65.6923, 417.375
2,150, 4, 160, 66.1077, 435.403
2,150, 4, 161, 66.5522, 425.764
2,150, 4, 162, 66.9506, 416.839
2,150, 4, 163, 67.3086, 417.496
2,150, 4, 164, 67.7524, 434.313
2,150, 4, 165, 68.2037, 433.007
2,150, 4, 166, 68.6138, 425.113
2,150, 4, 167, 68.993, 420.397
2,150, 4, 168, 69.397, 409.78
2,150, 4, 169, 69.7605, 437.44
2,150, 4, 170, 70.201, 427.026
2,150, 4, 171, 70.5755, 415.637
2,150, 4, 172, 70.9631, 410.908
2,150, 4, 173, 71.3444, 445.121
2,150, 4, 174, 71.7283, 427.579
2,150, 4, 175, 72.1081, 415.334
2,150, 4, 176, 72.4973, 426.742
2,150, 4, 177, 72.8731, 417.515
2,150, 4, 178, 73.2778, 416.875
2,150, 4, 179, 73.6847, 410.039
2,150, 4, 180, 74.1034, 412.856
2,150, 4, 181, 74.4485, 400.902
2,150, 4, 182, 74.8589, 390.897
2,150, 4, 183, 75.2285, 394.425
2,150, 4, 184, 75.638, 397.746
2,150, 4, 185, 76.0349, 395.965
2,150, 4, 186, 76.4303, 393.654
2,150, 4, 187, 76.7818, 401.293
2,150, 4, 188, 77.1728, 390.039
2,150, 4, 189, 77.5593, 396.44
2,150, 4, 190, 77.9647, 395.281
2,150, 4, 191, 78.3653, 390.051
2,150, 4, 192, 78.7484, 389.427
2,150, 4, 193, 79.1735, 389.317
2,150, 4, 194, 79.5949, 395.544
2,150, 4, 195, 80.0265, 388.584
2,150, 4, 196, 80.4261, 384.618
2,150, 4, 197, 80.8447, 381.747
2,150, 4, 198, 81.2666, 393.572
2,150, 4, 199, 81.6484, 383.418
2,150, 4, 200, 82.1163, 402.746
2,150, 4, 201, 82.5107, 387.803
2,150, 4, 202, 82.8858, 385.33
2,150, 4, 203, 83.3137, 400.38
2,150, 4, 204, 83.7072, 401.43
2,150, 4, 205, 84.117, 384.226
2,150, 4, 206, 84.5036, 376.366
2,150, 4, 207, 84.9038, 385.831
2,150, 4, 208, 85.2768, 377.368
2,150, 4, 209, 85.6754, 380.512
2,150, 4, 210, 86.0955, 403.879
2,150, 4, 211, 86.5148, 404.822
2,150, 4, 212, 86.945, 394.072
2,150, 4, 213, 87.3855, 412.223
2,150, 4, 214, 87.8313, 411.115
2,150, 4, 215, 88.2464, 399.921
2,150, 4, 216, 88.6942, 413.007
2,150, 4, 217, 89.0985, 402.047
2,150, 4, 218, 89.5072, 400.188
2,150, 4, 219, 89.9199, 414.229
2,150, 4, 220, 90.3245, 399.59
2,150, 4, 221, 90.7087, 398.574
2,150, 4, 222, 91.1462, 398.559
2,150, 4, 223, 91.5327, 404.423
2,150, 4, 224, 91.9391, 402.996
2,150, 4, 225, 92.3176, 416.396
2,150, 4, 226, 92.7497, 403.191
2,150, 4, 227, 93.1744, 423.018
2,150, 4, 228, 93.5873, 416.882
2,150, 4, 229, 93.9862, 411.333
2,150, 4, 230, 94.3839, 421.369
2,150, 4, 231, 94.8095, 416.179
2,150, 4, 232, 95.2074, 421.346
2,150, 4, 233, 95.6273, 426.459
2,150, 4, 234, 96.0331, 413.175
2,150, 4, 235, 96.4545, 429.405
2,150, 4, 236, 96.8928, 426.187
2,150, 4, 237, 97.3167, 439.793
2,150, 4, 238, 97.769, 433.243
2,150, 4, 239, 98.1675, 408.489
2,150, 4, 240, 98.6348, 405.255
2,150, 4, 241, 99.0782, 402.577
2,150, 4, 242, 99.4833, 410.041
2,150, 4, 243, 99.9012, 399.508
2,150, 4, 244, 100.261, 388.188
2,150, 4, 245, 100.628, 393.629
2,150, 4, 246, 101.061, 383.944
2,150, 4, 247, 101.472, 383.53
2,150, 4, 248, 101.813, 380.032
2,150, 4, 249, 102.188, 378.014
2,150, 4, 250, 102.608, 384.943
2,150, 4, 251, 103.033, 424.847
2,150, 4, 252, 103.429, 398.627
2,150, 4, 253, 103.817, 400.083
2,150, 4, 254, 104.216, 393.374
2,150, 4, 255, 104.594, 389.195
2,150, 4, 256, 104.974, 388.08
2,150, 4, 257, 105.402, 392.732
2,150, 4, 258, 105.817, 383.677
2,150, 4, 259, 106.226, 372.919
2,150, 4, 260, 106.618, 388.881
2,150, 4, 261, 107.032, 385.251
2,150, 4, 262, 107.441, 384.354
2,150, 4, 263, 107.848, 389.668
2,150, 4, 264, 108.247, 386.488
2,150, 4, 265, 108.684, 402.326
2,150, 4, 266, 109.129, 394.403
2,150, 4, 267, 109.505, 384.337
2,150, 4, 268, 109.921, 394.105
2,150, 4, 269, 110.31, 402.506
2,150, 4, 270, 110.729, 407.607
2,150, 4, 271, 111.17, 400.28
2,150, 4, 272, 111.607, 408.295
2,150, 4, 273, 111.99, 421.165
2,150, 4, 274, 112.392, 423.694
2,150, 4, 275, 112.81, 406.29
2,150, 4, 276, 113.164, 415.549
2,150, 4, 277, 113.576, 429.159
2,150, 4, 278, 113.977, 408.089
2,150, 4, 279, 114.382, 405.867
2,150, 4, 280, 114.75, 406.253
2,150, 4, 281, 115.179, 391.06
2,150, 4, 282, 115.603, 386.003
2,150, 4, 283, 116.034, 385.214
2,150, 4, 284, 116.486, 378.521
2,150, 4, 285, 116.955, 376.49
2,150, 4, 286, 117.481, 384.904
2,150, 4, 287, 117.92, 383.689
2,150, 4, 288, 118.302, 377.923
2,150, 4, 289, 118.773, 387.83
2,150, 4, 290, 119.197, 388.248
2,150, 4, 291, 119.651, 389.971
2,150, 4, 292, 120.053, 390.342
2,150, 4, 293, 120.49, 393.761
2,150, 4, 294, 120.859, 400.589
