round, nodes, instance, generation, time, cost
1,150, 4, 95, 38.4065, 405.707
1,150, 4, 96, 38.7604, 405.386
1,150, 4, 97, 39.1573, 398.288
1,150, 4, 98, 39.5429, 404.547
1,150, 4, 99, 39.9119, 394.974
1,150, 4, 100, 40.3264, 404.085
1,150, 4, 101, 40.7, 403.576
1,150, 4, 102, 41.1085, 412.928
1,150, 4, 103, 41.4792, 412.53
1,150, 4, 104, 41.9039, 406.482
1,150, 4, 105, 42.2585, 398
1,150, 4, 106, 42.6433, 383.933
1,150, 4, 107, 43.0495, 378.256
1,150, 4, 108, 43.4538, 368.723
1,150, 4, 109, 43.8451, 392.364
1,150, 4, 110, 44.231, 391.492
1,150, 4, 111, 44.6418, 389.809
1,150, 4, 112, 45.0404, 386.564
1,150, 4, 113, 45.4619, 387.239
1,150, 4, 114, 45.8849, 409.701
1,150, 4, 115, 46.2859, 415.161
1,150, 4, 116, 46.6952, 412.837
1,150, 4, 117, 47.1142, 400.382
1,150, 4, 118, 47.5235, 401.081
1,150, 4, 119, 47.9293, 401.294
1,150, 4, 120, 48.3287, 415.662
1,150, 4, 121, 48.7248, 404.348
1,150, 4, 122, 49.1582, 402.981
1,150, 4, 123, 49.5722, 404.519
1,150, 4, 124, 49.9647, 402.242
1,150, 4, 125, 50.3904, 403.167
1,150, 4, 126, 50.8442, 401.305
1,150, 4, 127, 51.2111, 410.895
1,150, 4, 128, 51.6373, 403.439
1,150, 4, 129, 52.0225, 420.422
1,150, 4, 130, 52.4382, 423.105
1,150, 4, 131, 52.8591, 415.212
1,150, 4, 132, 53.2548, 411.945
1,150, 4, 133, 53.6553, 402.44
1,150, 4, 134, 54.0731, 391.355
1,150, 4, 135, 54.4878, 405.19
1,150, 4, 136, 54.8582, 432.622
1,150, 4, 137, 55.2612, 419.826
1,150, 4, 138, 55.6752, 398.245
1,150, 4, 139, 56.0381, 379.31
1,150, 4, 140, 56.4564, 398.744
1,150, 4, 141, 56.8307, 414.999
1,150, 4, 142, 57.2349, 391.323
1,150, 4, 143, 57.6477, 403.185
1,150, 4, 144, 58.0429, 386.963
1,150, 4, 145, 58.4436, 404.29
1,150, 4, 146, 58.8914, 390.736
1,150, 4, 147, 59.2669, 382.859
1,150, 4, 148, 59.6764, 381.316
1,150, 4, 149, 60.041, 383.786
1,150, 4, 150, 60.4759, 376.341
1,150, 4, 151, 60.8867, 371.818
1,150, 4, 152, 61.275, 369.404
1,150, 4, 153, 61.6663, 371.136
1,150, 4, 154, 62.0682, 379.797
1,150, 4, 155, 62.4715, 389.213
1,150, 4, 156, 62.8561, 386.637
1,150, 4, 157, 63.2651, 382.596
1,150, 4, 158, 63.6777, 379.099
1,150, 4, 159, 64.0664, 375.942
1,150, 4, 160, 64.4736, 395.144
1,150, 4, 161, 64.8729, 386.315
1,150, 4, 162, 65.2555, 407.79
1,150, 4, 163, 65.6874, 405.154
1,150, 4, 164, 66.0552, 407.57
1,150, 4, 165, 66.445, 409.896
1,150, 4, 166, 66.807, 408.834
1,150, 4, 167, 67.1655, 407.663
1,150, 4, 168, 67.584, 404.062
1,150, 4, 169, 68.0116, 386.785
1,150, 4, 170, 68.4216, 380.654
1,150, 4, 171, 68.8139, 376.775
1,150, 4, 172, 69.2527, 363.176
1,150, 4, 173, 69.6361, 378.428
1,150, 4, 174, 70.0697, 387.432
1,150, 4, 175, 70.4753, 388.319
1,150, 4, 176, 70.8582, 389.854
1,150, 4, 177, 71.2567, 379.995
1,150, 4, 178, 71.6613, 390.701
1,150, 4, 179, 72.0833, 384.528
1,150, 4, 180, 72.491, 394.922
1,150, 4, 181, 72.8934, 413.34
1,150, 4, 182, 73.318, 415.534
1,150, 4, 183, 73.751, 403.518
1,150, 4, 184, 74.1274, 443.401
1,150, 4, 185, 74.5486, 434.874
1,150, 4, 186, 74.9886, 418.562
1,150, 4, 187, 75.4085, 448.829
1,150, 4, 188, 75.8259, 451.139
1,150, 4, 189, 76.2703, 460.988
1,150, 4, 190, 76.6618, 442.659
1,150, 4, 191, 77.0486, 434.635
1,150, 4, 192, 77.4407, 441.697
1,150, 4, 193, 77.8063, 448.531
1,150, 4, 194, 78.205, 436.699
1,150, 4, 195, 78.6131, 438.146
1,150, 4, 196, 79.0481, 434.899
1,150, 4, 197, 79.4725, 419.92
1,150, 4, 198, 79.8613, 430.803
1,150, 4, 199, 80.238, 430.977
1,150, 4, 200, 80.6425, 424.879
1,150, 4, 201, 81.0828, 414.646
1,150, 4, 202, 81.5227, 412.098
1,150, 4, 203, 81.9082, 424.671
1,150, 4, 204, 82.3126, 421.551
1,150, 4, 205, 82.707, 408.667
1,150, 4, 206, 83.0806, 434.817
1,150, 4, 207, 83.5276, 416.226
1,150, 4, 208, 83.904, 421.008
1,150, 4, 209, 84.3747, 422.636
1,150, 4, 210, 85.0076, 431.557
1,150, 4, 211, 85.548, 424.329
1,150, 4, 212, 86.0033, 421.719
1,150, 4, 213, 86.4103, 421.064
1,150, 4, 214, 86.8954, 411.19
1,150, 4, 215, 87.3642, 413.894
1,150, 4, 216, 87.7489, 422.294
1,150, 4, 217, 88.1595, 405.666
1,150, 4, 218, 88.5626, 398.315
1,150, 4, 219, 88.9834, 410.334
1,150, 4, 220, 89.3324, 416.196
1,150, 4, 221, 89.7583, 428.622
1,150, 4, 222, 90.1692, 407.361
1,150, 4, 223, 90.6092, 395.014
1,150, 4, 224, 91.0204, 391.973
1,150, 4, 225, 91.4674, 392.661
1,150, 4, 226, 91.8954, 390.3
1,150, 4, 227, 92.3587, 384.131
1,150, 4, 228, 92.8408, 374.703
1,150, 4, 229, 93.2536, 386.247
1,150, 4, 230, 93.6522, 385.006
1,150, 4, 231, 94.0673, 395.098
1,150, 4, 232, 94.4292, 402.857
1,150, 4, 233, 94.8271, 410.606
1,150, 4, 234, 95.2151, 395.901
1,150, 4, 235, 95.6053, 390.044
1,150, 4, 236, 95.972, 390.901
1,150, 4, 237, 96.3521, 400.974
1,150, 4, 238, 96.7617, 401.093
1,150, 4, 239, 97.1281, 383.077
1,150, 4, 240, 97.5082, 383.455
1,150, 4, 241, 97.9461, 375.358
1,150, 4, 242, 98.35, 374.479
1,150, 4, 243, 98.7955, 364.553
1,150, 4, 244, 99.2058, 362.395
1,150, 4, 245, 99.6064, 363.569
1,150, 4, 246, 100.004, 368.013
1,150, 4, 247, 100.392, 373.534
1,150, 4, 248, 100.791, 387.571
1,150, 4, 249, 101.211, 396.741
1,150, 4, 250, 101.64, 404.328
