round, nodes, instance, generation, time, cost
3,150, 4, 79, 32.2108, 394.819
3,150, 4, 80, 32.6191, 443.736
3,150, 4, 81, 32.9742, 439.413
3,150, 4, 82, 33.4041, 417.518
3,150, 4, 83, 33.8218, 427.408
3,150, 4, 84, 34.1746, 428.524
3,150, 4, 85, 34.5743, 431.348
3,150, 4, 86, 35.0174, 431.684
3,150, 4, 87, 35.4113, 413.137
3,150, 4, 88, 35.8022, 419.873
3,150, 4, 89, 36.2055, 427.347
3,150, 4, 90, 36.5922, 424.794
3,150, 4, 91, 36.9915, 428.616
3,150, 4, 92, 37.3977, 416.993
3,150, 4, 93, 37.8281, 412.148
3,150, 4, 94, 38.2869, 418.34
3,150, 4, 95, 38.6924, 426.819
3,150, 4, 96, 39.1119, 423.313
3,150, 4, 97, 39.5177, 402.282
3,150, 4, 98, 39.8926, 410.215
3,150, 4, 99, 40.3569, 431.561
3,150, 4, 100, 40.7913, 445.807
3,150, 4, 101, 41.2426, 430.997
3,150, 4, 102, 41.6596, 432.37
3,150, 4, 103, 42.0693, 430.287
3,150, 4, 104, 42.5238, 413.259
3,150, 4, 105, 42.9237, 408.818
3,150, 4, 106, 43.3629, 412.553
3,150, 4, 107, 43.7524, 406.393
3,150, 4, 108, 44.1717, 398.105
3,150, 4, 109, 44.5455, 427.934
3,150, 4, 110, 44.9325, 429.257
3,150, 4, 111, 45.3381, 405.893
3,150, 4, 112, 45.7234, 432.651
3,150, 4, 113, 46.1344, 421.592
3,150, 4, 114, 46.5433, 420.112
3,150, 4, 115, 46.9368, 419.333
3,150, 4, 116, 47.349, 431.514
3,150, 4, 117, 47.7673, 421.291
3,150, 4, 118, 48.1226, 418.22
3,150, 4, 119, 48.5235, 417.013
3,150, 4, 120, 48.9652, 410.732
3,150, 4, 121, 49.413, 418.051
3,150, 4, 122, 49.8293, 415.35
3,150, 4, 123, 50.2093, 416.279
3,150, 4, 124, 50.6271, 424.397
3,150, 4, 125, 51.0637, 415.961
3,150, 4, 126, 51.4873, 406.26
3,150, 4, 127, 51.9222, 409.986
3,150, 4, 128, 52.3451, 409.691
3,150, 4, 129, 52.7252, 406.443
3,150, 4, 130, 53.0931, 398.194
3,150, 4, 131, 53.5104, 405
3,150, 4, 132, 53.8808, 394.046
3,150, 4, 133, 54.3107, 385.586
3,150, 4, 134, 54.7464, 396.473
3,150, 4, 135, 55.1434, 409.734
3,150, 4, 136, 55.571, 420.178
3,150, 4, 137, 55.9705, 415.379
3,150, 4, 138, 56.3937, 404.262
3,150, 4, 139, 56.7863, 413.304
3,150, 4, 140, 57.1656, 432.611
3,150, 4, 141, 57.5839, 442.458
3,150, 4, 142, 57.9571, 448.271
3,150, 4, 143, 58.3305, 436.616
3,150, 4, 144, 58.7122, 433.364
3,150, 4, 145, 59.1404, 464.472
3,150, 4, 146, 59.5257, 471.045
3,150, 4, 147, 59.9359, 465.662
3,150, 4, 148, 60.3452, 458.236
3,150, 4, 149, 60.7587, 448.681
3,150, 4, 150, 61.1554, 446.59
3,150, 4, 151, 61.5613, 433.53
3,150, 4, 152, 62.0277, 437.487
3,150, 4, 153, 62.4172, 445.763
3,150, 4, 154, 62.7914, 449.967
3,150, 4, 155, 63.1977, 436.055
3,150, 4, 156, 63.6316, 444.522
3,150, 4, 157, 64.0366, 432.041
3,150, 4, 158, 64.4145, 444.518
3,150, 4, 159, 64.8202, 433.341
3,150, 4, 160, 65.2123, 432.904
3,150, 4, 161, 65.6552, 415.587
3,150, 4, 162, 66.0636, 406.224
3,150, 4, 163, 66.4433, 413.342
3,150, 4, 164, 66.8781, 421.654
3,150, 4, 165, 67.3408, 410.951
3,150, 4, 166, 67.7588, 417.081
3,150, 4, 167, 68.1465, 423.551
3,150, 4, 168, 68.5352, 425.633
3,150, 4, 169, 68.9455, 410.706
3,150, 4, 170, 69.3379, 402.805
3,150, 4, 171, 69.717, 394.885
3,150, 4, 172, 70.0946, 389.118
3,150, 4, 173, 70.4784, 386.538
3,150, 4, 174, 70.8403, 384.958
3,150, 4, 175, 71.2283, 391.537
3,150, 4, 176, 71.6156, 393.722
3,150, 4, 177, 72.012, 384.731
3,150, 4, 178, 72.4452, 403.386
3,150, 4, 179, 72.8805, 396.064
3,150, 4, 180, 73.3253, 408.356
3,150, 4, 181, 73.7208, 413.623
3,150, 4, 182, 74.0862, 397.158
3,150, 4, 183, 74.4905, 402.853
3,150, 4, 184, 74.8856, 421.547
3,150, 4, 185, 75.2816, 423.527
3,150, 4, 186, 75.6754, 424.324
3,150, 4, 187, 76.1044, 419.031
3,150, 4, 188, 76.519, 427.006
3,150, 4, 189, 76.9577, 413.961
3,150, 4, 190, 77.3627, 411.528
3,150, 4, 191, 77.7295, 406.261
3,150, 4, 192, 78.1422, 424.495
3,150, 4, 193, 78.5299, 415.898
3,150, 4, 194, 78.9446, 426.651
3,150, 4, 195, 79.3378, 411.662
3,150, 4, 196, 79.7484, 420.078
3,150, 4, 197, 80.1474, 427.723
3,150, 4, 198, 80.5748, 423.882
3,150, 4, 199, 80.9546, 421.5
3,150, 4, 200, 81.3385, 411.518
3,150, 4, 201, 81.7264, 423.67
3,150, 4, 202, 82.12, 430.889
3,150, 4, 203, 82.5263, 418.42
3,150, 4, 204, 82.9285, 420.25
3,150, 4, 205, 83.3387, 407.921
3,150, 4, 206, 83.7403, 424.941
3,150, 4, 207, 84.1335, 428.254
3,150, 4, 208, 84.5899, 427.068
3,150, 4, 209, 85.01, 420.308
3,150, 4, 210, 85.4407, 409.675
3,150, 4, 211, 85.8055, 405.051
3,150, 4, 212, 86.2015, 391.239
3,150, 4, 213, 86.608, 387.856
3,150, 4, 214, 86.9733, 392.599
3,150, 4, 215, 87.352, 387.422
3,150, 4, 216, 87.763, 369.02
3,150, 4, 217, 88.1243, 384.661
3,150, 4, 218, 88.5419, 401.321
3,150, 4, 219, 88.9113, 392.931
3,150, 4, 220, 89.3241, 386.068
3,150, 4, 221, 89.665, 379.4
3,150, 4, 222, 90.0737, 382.493
3,150, 4, 223, 90.5282, 373.319
3,150, 4, 224, 90.9112, 390.174
3,150, 4, 225, 91.339, 400.699
3,150, 4, 226, 91.7368, 423.242
3,150, 4, 227, 92.0959, 406.466
3,150, 4, 228, 92.4916, 402.177
3,150, 4, 229, 92.8856, 392.12
3,150, 4, 230, 93.2865, 388.493
3,150, 4, 231, 93.6731, 387.463
3,150, 4, 232, 94.0514, 396.246
3,150, 4, 233, 94.4884, 412.911
3,150, 4, 234, 94.9266, 397.275
3,150, 4, 235, 95.3198, 391.141
3,150, 4, 236, 95.7049, 386.429
3,150, 4, 237, 96.1085, 402.393
3,150, 4, 238, 96.5124, 416.254
3,150, 4, 239, 96.9186, 407.125
3,150, 4, 240, 97.2999, 421.484
3,150, 4, 241, 97.7114, 413.386
3,150, 4, 242, 98.1205, 400.826
3,150, 4, 243, 98.5203, 402.403
3,150, 4, 244, 98.9147, 402.497
3,150, 4, 245, 99.3312, 397.737
3,150, 4, 246, 99.7545, 391.07
3,150, 4, 247, 100.186, 392.857
3,150, 4, 248, 100.61, 403.574
3,150, 4, 249, 100.992, 399.503
3,150, 4, 250, 101.387, 398.883
3,150, 4, 251, 101.779, 399.17
3,150, 4, 252, 102.195, 406.264
3,150, 4, 253, 102.627, 408.65
3,150, 4, 254, 103.026, 403.785
3,150, 4, 255, 103.454, 416.697
3,150, 4, 256, 103.853, 408.49
3,150, 4, 257, 104.181, 398.863
3,150, 4, 258, 104.598, 411.02
3,150, 4, 259, 105.016, 413.683
3,150, 4, 260, 105.429, 412.781
3,150, 4, 261, 105.846, 415.444
3,150, 4, 262, 106.271, 413.159
3,150, 4, 263, 106.628, 400.456
3,150, 4, 264, 107.038, 418.529
3,150, 4, 265, 107.447, 415.934
3,150, 4, 266, 107.895, 418.362
3,150, 4, 267, 108.312, 407.898
3,150, 4, 268, 108.707, 420.828
3,150, 4, 269, 109.103, 415.463
3,150, 4, 270, 109.526, 436.033
3,150, 4, 271, 109.947, 413.432
3,150, 4, 272, 110.314, 405.234
3,150, 4, 273, 110.746, 405.401
3,150, 4, 274, 111.108, 390.58
3,150, 4, 275, 111.488, 411.819
3,150, 4, 276, 111.907, 426.814
3,150, 4, 277, 112.32, 419.936
3,150, 4, 278, 112.741, 414.553
3,150, 4, 279, 113.112, 395.359
3,150, 4, 280, 113.528, 421.495
3,150, 4, 281, 113.918, 425.293
3,150, 4, 282, 114.284, 415.62
3,150, 4, 283, 114.684, 405.556
3,150, 4, 284, 115.122, 403.254
3,150, 4, 285, 115.482, 389.839
3,150, 4, 286, 115.875, 404.997
3,150, 4, 287, 116.277, 420.625
3,150, 4, 288, 116.689, 423.905
3,150, 4, 289, 117.111, 414.194
3,150, 4, 290, 117.52, 411.58
3,150, 4, 291, 117.95, 410.109
3,150, 4, 292, 118.355, 410.518
3,150, 4, 293, 118.771, 398.412
3,150, 4, 294, 119.183, 388.17
3,150, 4, 295, 119.616, 411.508
3,150, 4, 296, 120.057, 412.046
3,150, 4, 297, 120.491, 420.313
3,150, 4, 298, 120.887, 408.113
3,150, 4, 299, 121.292, 438.137
3,150, 4, 300, 121.711, 433.359
3,150, 4, 301, 122.145, 442.225
3,150, 4, 302, 122.512, 444.748
3,150, 4, 303, 122.916, 426.348
3,150, 4, 304, 123.316, 427.749
3,150, 4, 305, 123.738, 410.63
3,150, 4, 306, 124.104, 412.751
3,150, 4, 307, 124.548, 403.997
3,150, 4, 308, 124.871, 409.557
3,150, 4, 309, 125.286, 400.143
3,150, 4, 310, 125.677, 407.164
3,150, 4, 311, 126.055, 408.168
3,150, 4, 312, 126.426, 405.376
3,150, 4, 313, 126.829, 400.514
3,150, 4, 314, 127.188, 397.442
3,150, 4, 315, 127.583, 390.827
3,150, 4, 316, 127.982, 430.869
3,150, 4, 317, 128.373, 407.95
3,150, 4, 318, 128.775, 424.171
3,150, 4, 319, 129.186, 414.057
3,150, 4, 320, 129.584, 431.037
3,150, 4, 321, 130.001, 427.997
3,150, 4, 322, 130.416, 426.7
3,150, 4, 323, 130.818, 418.498
3,150, 4, 324, 131.265, 419.296
3,150, 4, 325, 131.668, 430.467
3,150, 4, 326, 132.077, 423.053
3,150, 4, 327, 132.448, 420.019
3,150, 4, 328, 132.856, 417.324
3,150, 4, 329, 133.263, 415.534
3,150, 4, 330, 133.694, 421.013
3,150, 4, 331, 134.112, 426.221
3,150, 4, 332, 134.502, 427.07
3,150, 4, 333, 134.905, 446.207
3,150, 4, 334, 135.32, 441.228
3,150, 4, 335, 135.707, 425.177
3,150, 4, 336, 136.114, 436.967
3,150, 4, 337, 136.536, 431.66
3,150, 4, 338, 136.902, 443.017
3,150, 4, 339, 137.321, 450.457
3,150, 4, 340, 137.701, 439.836
3,150, 4, 341, 138.092, 446.133
3,150, 4, 342, 138.551, 432.949
3,150, 4, 343, 138.933, 437.88
3,150, 4, 344, 139.381, 419.405
3,150, 4, 345, 139.783, 423.2
3,150, 4, 346, 140.253, 411.954
3,150, 4, 347, 140.659, 407.945
3,150, 4, 348, 140.974, 384.474
3,150, 4, 349, 141.361, 433.605
3,150, 4, 350, 141.772, 417.728
3,150, 4, 351, 142.203, 410.572
3,150, 4, 352, 142.636, 409.249
3,150, 4, 353, 143.102, 409.273
3,150, 4, 354, 143.467, 424.6
3,150, 4, 355, 143.879, 406.253
3,150, 4, 356, 144.247, 409.579
3,150, 4, 357, 144.658, 415.958
3,150, 4, 358, 145.052, 406.153
3,150, 4, 359, 145.446, 408.154
3,150, 4, 360, 145.867, 402.195
3,150, 4, 361, 146.269, 399.83
3,150, 4, 362, 146.628, 400.322
3,150, 4, 363, 147.03, 412.067
3,150, 4, 364, 147.476, 405.448
3,150, 4, 365, 147.913, 394.323
3,150, 4, 366, 148.324, 389.895
3,150, 4, 367, 148.715, 389.261
3,150, 4, 368, 149.148, 394.981
3,150, 4, 369, 149.574, 395.684
3,150, 4, 370, 149.968, 389.666
3,150, 4, 371, 150.356, 400.723
3,150, 4, 372, 150.807, 391.724
3,150, 4, 373, 151.229, 380.681
3,150, 4, 374, 151.652, 399.698
3,150, 4, 375, 152.022, 382.51
3,150, 4, 376, 152.373, 392.205
3,150, 4, 377, 152.771, 393.467
3,150, 4, 378, 153.173, 404.315
3,150, 4, 379, 153.541, 398.125
3,150, 4, 380, 153.928, 399.106
3,150, 4, 381, 154.36, 406.582
3,150, 4, 382, 154.752, 421.017
3,150, 4, 383, 155.158, 412.648
3,150, 4, 384, 155.631, 418.693
3,150, 4, 385, 156.032, 442.652
3,150, 4, 386, 156.409, 436.856
3,150, 4, 387, 156.835, 437.022
3,150, 4, 388, 157.275, 425.18
3,150, 4, 389, 157.68, 427.996
3,150, 4, 390, 158.091, 425.156
3,150, 4, 391, 158.474, 441.081
3,150, 4, 392, 158.867, 438.357
3,150, 4, 393, 159.331, 421.383
3,150, 4, 394, 159.716, 417.035
3,150, 4, 395, 160.137, 406.418
3,150, 4, 396, 160.553, 430.327
3,150, 4, 397, 160.954, 415.051
3,150, 4, 398, 161.372, 406.628
3,150, 4, 399, 161.844, 410.835
3,150, 4, 400, 162.227, 404.276
3,150, 4, 401, 162.671, 410.929
3,150, 4, 402, 163.059, 395.69
3,150, 4, 403, 163.433, 407.074
3,150, 4, 404, 163.837, 413.268
3,150, 4, 405, 164.211, 431.554
3,150, 4, 406, 164.596, 436.78
3,150, 4, 407, 164.979, 423.904
3,150, 4, 408, 165.415, 420.548
3,150, 4, 409, 165.805, 417.815
3,150, 4, 410, 166.19, 413.746
3,150, 4, 411, 166.584, 410.425
3,150, 4, 412, 167.007, 406.884
3,150, 4, 413, 167.396, 405.554
3,150, 4, 414, 167.77, 394.164
3,150, 4, 415, 168.2, 427.134
3,150, 4, 416, 168.624, 434.062
3,150, 4, 417, 169.067, 437.751
3,150, 4, 418, 169.462, 428.532
3,150, 4, 419, 169.843, 439.26
3,150, 4, 420, 170.274, 449.959
3,150, 4, 421, 170.684, 445.415
3,150, 4, 422, 171.124, 431.33
3,150, 4, 423, 171.522, 445.664
3,150, 4, 424, 171.947, 468.093
3,150, 4, 425, 172.344, 436.719
3,150, 4, 426, 172.741, 447.916
3,150, 4, 427, 173.124, 425.447
3,150, 4, 428, 173.526, 420.417
3,150, 4, 429, 173.966, 405.27
3,150, 4, 430, 174.372, 409.837
3,150, 4, 431, 174.794, 396.881
3,150, 4, 432, 175.193, 408.267
3,150, 4, 433, 175.573, 395.379
3,150, 4, 434, 175.968, 387.26
3,150, 4, 435, 176.388, 403.102
3,150, 4, 436, 176.764, 395.326
3,150, 4, 437, 177.175, 394.612
3,150, 4, 438, 177.599, 394.934
3,150, 4, 439, 178.008, 401.762
3,150, 4, 440, 178.427, 395.082
3,150, 4, 441, 178.858, 410.837
3,150, 4, 442, 179.254, 402.385
3,150, 4, 443, 179.676, 404.335
3,150, 4, 444, 180.116, 400.64
3,150, 4, 445, 180.506, 400.667
3,150, 4, 446, 180.893, 406.292
3,150, 4, 447, 181.286, 405.028
3,150, 4, 448, 181.667, 395.494
3,150, 4, 449, 182.069, 415.732
3,150, 4, 450, 182.482, 413.552
3,150, 4, 451, 182.898, 408.674
3,150, 4, 452, 183.263, 413.317
3,150, 4, 453, 183.672, 414
3,150, 4, 454, 184.052, 406.352
3,150, 4, 455, 184.506, 400.411
3,150, 4, 456, 184.915, 412.404
3,150, 4, 457, 185.307, 434.952
3,150, 4, 458, 185.729, 421.575
3,150, 4, 459, 186.125, 439.957
3,150, 4, 460, 186.535, 446.147
3,150, 4, 461, 186.931, 432.712
3,150, 4, 462, 187.35, 411.019
3,150, 4, 463, 187.732, 418.099
3,150, 4, 464, 188.107, 421.626
3,150, 4, 465, 188.51, 418.991
3,150, 4, 466, 188.929, 414.971
3,150, 4, 467, 189.349, 426.361
3,150, 4, 468, 189.783, 406.74
3,150, 4, 469, 190.203, 411.478
3,150, 4, 470, 190.563, 406.6
3,150, 4, 471, 190.928, 408.562
3,150, 4, 472, 191.344, 413.406
3,150, 4, 473, 191.773, 420.527
3,150, 4, 474, 192.191, 422.552
3,150, 4, 475, 192.585, 432.265
3,150, 4, 476, 192.969, 441.831
