round, nodes, instance, generation, time, cost
0,150, 4, 0, 0.0004145, 1886.78
0,150, 4, 1, 0.425537, 1162.71
0,150, 4, 2, 0.842316, 890.442
0,150, 4, 3, 1.24129, 814.635
0,150, 4, 4, 1.63625, 714.308
0,150, 4, 5, 2.02077, 667.471
0,150, 4, 6, 2.39551, 654.715
0,150, 4, 7, 2.78191, 590.713
0,150, 4, 8, 3.19209, 584.84
0,150, 4, 9, 3.61787, 545.765
0,150, 4, 10, 4.01247, 548.891
0,150, 4, 11, 4.43587, 528.59
0,150, 4, 12, 4.85674, 506.783
0,150, 4, 13, 5.36889, 501.881
0,150, 4, 14, 5.80043, 502.415
0,150, 4, 15, 6.21621, 487.006
0,150, 4, 16, 6.60137, 491.244
0,150, 4, 17, 6.98761, 491.728
0,150, 4, 18, 7.41494, 472.355
0,150, 4, 19, 7.78408, 465.689
0,150, 4, 20, 8.17381, 464.356
0,150, 4, 21, 8.59796, 452.72
0,150, 4, 22, 9.00598, 431.208
0,150, 4, 23, 9.3904, 445.544
0,150, 4, 24, 9.80473, 434.195
0,150, 4, 25, 10.1965, 420.976
0,150, 4, 26, 10.6042, 416.052
0,150, 4, 27, 11.0106, 412.814
0,150, 4, 28, 11.4001, 410.983
0,150, 4, 29, 11.8266, 404.632
0,150, 4, 30, 12.2301, 408.221
0,150, 4, 31, 12.6284, 413.621
0,150, 4, 32, 13.0394, 401.357
0,150, 4, 33, 13.4259, 398.466
0,150, 4, 34, 13.7868, 403.821
0,150, 4, 35, 14.1501, 404.521
0,150, 4, 36, 14.543, 405.922
0,150, 4, 37, 14.9789, 428.412
0,150, 4, 38, 15.4103, 425.326
0,150, 4, 39, 15.8211, 433.515
0,150, 4, 40, 16.2263, 422.387
0,150, 4, 41, 16.5924, 431.548
0,150, 4, 42, 16.9533, 427.433
0,150, 4, 43, 17.3652, 425.544
0,150, 4, 44, 17.7452, 421.223
0,150, 4, 45, 18.1374, 411.976
0,150, 4, 46, 18.5638, 422.189
0,150, 4, 47, 18.9821, 413.353
0,150, 4, 48, 19.4234, 397.375
0,150, 4, 49, 19.8621, 384.282
0,150, 4, 50, 20.2225, 390.927
0,150, 4, 51, 20.6083, 418.007
0,150, 4, 52, 21.0078, 421.797
0,150, 4, 53, 21.4057, 408.28
0,150, 4, 54, 21.7924, 401.311
0,150, 4, 55, 22.1658, 418.067
0,150, 4, 56, 22.5953, 406.871
0,150, 4, 57, 22.9972, 385.67
0,150, 4, 58, 23.4313, 400.932
0,150, 4, 59, 23.8034, 380.6
0,150, 4, 60, 24.1951, 411.748
0,150, 4, 61, 24.5913, 426.316
0,150, 4, 62, 25.0466, 416.445
0,150, 4, 63, 25.4636, 414.7
0,150, 4, 64, 25.8565, 406.437
0,150, 4, 65, 26.2562, 393.791
0,150, 4, 66, 26.6744, 399.982
0,150, 4, 67, 27.0585, 414.508
0,150, 4, 68, 27.4544, 400.611
0,150, 4, 69, 27.8283, 410.467
0,150, 4, 70, 28.2533, 400.56
0,150, 4, 71, 28.6884, 403.528
0,150, 4, 72, 29.0658, 394.226
0,150, 4, 73, 29.494, 401.08
0,150, 4, 74, 29.8869, 395.699
0,150, 4, 75, 30.3067, 406.615
0,150, 4, 76, 30.7212, 418.37
0,150, 4, 77, 31.1285, 406.006
0,150, 4, 78, 31.5369, 403.22
0,150, 4, 79, 31.9736, 398.56
0,150, 4, 80, 32.4037, 398.144
0,150, 4, 81, 32.7889, 401.93
0,150, 4, 82, 33.1997, 397.489
0,150, 4, 83, 33.5942, 393.506
0,150, 4, 84, 34.0115, 415.128
0,150, 4, 85, 34.406, 412.339
0,150, 4, 86, 34.7821, 416.792
0,150, 4, 87, 35.1578, 413.376
0,150, 4, 88, 35.543, 420.475
0,150, 4, 89, 35.9134, 426.371
