round,time,file,nodes,cost,initial_scheme,population_size,selection_size,selection_scheme,probability_mutation,mutation_scheme,termination_scheme,termination_max_generations,path,file.1,instance
0.0,13.441842,distance-matrix-25-4.txt,25.0,40.5702,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,20-22-19-18-24-23-21-16-17-15-14-10-8-6-4-3-2-1-0-5-7-9-11-12-13,,
0.0,5.914085,distance-matrix-25-2.txt,25.0,81.06007,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,14-16-18-20-21-22-23-24-19-17-15-13-10-5-2-3-4-6-1-0-11-7-9-8-12,,
0.0,6.075809,distance-matrix-25-3.txt,25.0,61.02011,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,11-4-3-12-5-6-7-8-9-13-17-16-15-2-1-0-10-14-18-20-21-22-23-24-19,,
0.0,1.802901,distance-matrix-25-1.txt,25.0,41.4582,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,18-16-24-23-22-21-19-17-9-7-5-4-3-2-1-0-6-12-10-8-11-13-14-15-20,,
0.0,4.797473,distance-matrix-25-0.txt,25.0,37.58025,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,20-23-21-14-15-7-9-5-4-3-2-1-0-6-8-10-11-12-13-16-22-24-17-18-19,,
0.0,13.441842,distance-matrix-25-4.txt,25.0,40.5702,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,20-22-19-18-24-23-21-16-17-15-14-10-8-6-4-3-2-1-0-5-7-9-11-12-13,,
0.0,5.914085,distance-matrix-25-2.txt,25.0,81.06007,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,14-16-18-20-21-22-23-24-19-17-15-13-10-5-2-3-4-6-1-0-11-7-9-8-12,,
0.0,6.075809,distance-matrix-25-3.txt,25.0,61.02011,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,11-4-3-12-5-6-7-8-9-13-17-16-15-2-1-0-10-14-18-20-21-22-23-24-19,,
0.0,1.802901,distance-matrix-25-1.txt,25.0,41.4582,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,18-16-24-23-22-21-19-17-9-7-5-4-3-2-1-0-6-12-10-8-11-13-14-15-20,,
0.0,4.797473,distance-matrix-25-0.txt,25.0,37.58025,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,20-23-21-14-15-7-9-5-4-3-2-1-0-6-8-10-11-12-13-16-22-24-17-18-19,,
0.0,13.441842,distance-matrix-25-4.txt,25.0,40.5702,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,20-22-19-18-24-23-21-16-17-15-14-10-8-6-4-3-2-1-0-5-7-9-11-12-13,,
0.0,5.914085,distance-matrix-25-2.txt,25.0,81.06007,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,14-16-18-20-21-22-23-24-19-17-15-13-10-5-2-3-4-6-1-0-11-7-9-8-12,,
0.0,6.075809,distance-matrix-25-3.txt,25.0,61.02011,0.0,100.0,10.0,1.0,10000.0,0.0,1.0,100.0,11-4-3-12-5-6-7-8-9-13-17-16-15-2-1-0-10-14-18-20-21-22-23-24-19,,
